,coeff,|coeff|,signe_coeff
FONDKAPREMONT_MODE_not specified,0.004495725120789003,0.004495725120789003,1
HOUSETYPE_MODE_block of flats,0.03737241954248787,0.03737241954248787,1
HOUSETYPE_MODE_manquant,0.0,0.0,0
HOUSETYPE_MODE_terraced house,0.0019041878688107648,0.0019041878688107648,1
HOUSETYPE_MODE_specific housing,0.13336773686667935,0.13336773686667935,1
"WALLSMATERIAL_MODE_Stone, brick",0.040045646599893014,0.040045646599893014,1
WALLSMATERIAL_MODE_Block,-0.02065734354076187,0.02065734354076187,-1
WALLSMATERIAL_MODE_manquant,0.0,0.0,0
WALLSMATERIAL_MODE_Panel,-0.02616419951395486,0.02616419951395486,-1
WALLSMATERIAL_MODE_Mixed,0.05484601525180617,0.05484601525180617,1
WALLSMATERIAL_MODE_Wooden,-0.031679645397232725,0.031679645397232725,-1
WALLSMATERIAL_MODE_Others,0.15162379447619062,0.15162379447619062,1
WALLSMATERIAL_MODE_Monolithic,-0.05778028881883876,0.05778028881883876,-1
EMERGENCYSTATE_MODE_No,-0.04137491064007217,0.04137491064007217,-1
EMERGENCYSTATE_MODE_manquant,0.0,0.0,0
EMERGENCYSTATE_MODE_Yes,-0.040057922709362856,0.040057922709362856,-1
BURO_CREDIT_ACTIVE_LIST_CLASSE_Closed,-0.13604719219467604,0.13604719219467604,-1
BURO_CREDIT_ACTIVE_LIST_CLASSE_manquant,0.0,0.0,0
BURO_CREDIT_ACTIVE_LIST_CLASSE_Active,-0.016070734407409814,0.016070734407409814,-1
BURO_CREDIT_ACTIVE_LIST_CLASSE_Sold,0.044528253977307884,0.044528253977307884,1
BURO_CREDIT_ACTIVE_LIST_CLASSE_Bad debt,-0.004996358338333474,0.004996358338333474,-1
BURO_CREDIT_CURRENCY_LIST_CLASSE_currency 1,-0.15432722702547105,0.15432722702547105,-1
BURO_CREDIT_CURRENCY_LIST_CLASSE_manquant,0.0,0.0,0
BURO_CREDIT_CURRENCY_LIST_CLASSE_currency 2,0.029949793290718316,0.029949793290718316,1
BURO_CREDIT_CURRENCY_LIST_CLASSE_currency 3,0.011791402771637543,0.011791402771637543,1
BURO_CREDIT_TYPE_LIST_CLASSE_Credit card,-0.04222054266879833,0.04222054266879833,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Consumer credit,-0.019567985963632552,0.019567985963632552,-1
BURO_CREDIT_TYPE_LIST_CLASSE_manquant,0.0,0.0,0
BURO_CREDIT_TYPE_LIST_CLASSE_Microloan,0.37781045129480334,0.37781045129480334,1
BURO_CREDIT_TYPE_LIST_CLASSE_Car loan,-0.09025616748303823,0.09025616748303823,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Mortgage,-0.21212719328674298,0.21212719328674298,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Loan for working capital replenishment,-0.02321400709317716,0.02321400709317716,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Another type of loan,-0.04522741272746339,0.04522741272746339,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Unknown type of loan,-0.032821768032995,0.032821768032995,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Loan for business development,-0.014623671952312978,0.014623671952312978,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Real estate loan,-0.004375275931110747,0.004375275931110747,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Loan for purchase of shares (margin lending),0.0,0.0,0
BURO_CREDIT_TYPE_LIST_CLASSE_Cash loan (non-earmarked),-0.003213649691710626,0.003213649691710626,-1
BURO_CREDIT_TYPE_LIST_CLASSE_Loan for the purchase of equipment,-0.002748807426937324,0.002748807426937324,-1
PREV_NAME_CONTRACT_TYPE_LIST_CLASSE_Consumer loans,-0.013720970212592271,0.013720970212592271,-1
PREV_NAME_CONTRACT_TYPE_LIST_CLASSE_Revolving loans,-0.000606065439277201,0.000606065439277201,-1
PREV_NAME_CONTRACT_TYPE_LIST_CLASSE_Cash loans,-0.015327866241421944,0.015327866241421944,-1
PREV_NAME_CONTRACT_TYPE_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_CONTRACT_TYPE_LIST_CLASSE_XNA,-0.014123281190864785,0.014123281190864785,-1
PREV_WEEKDAY_APPR_PROCESS_START_LIST_CLASSE_SATURDAY,-0.03916647355384129,0.03916647355384129,-1
PREV_WEEKDAY_APPR_PROCESS_START_LIST_CLASSE_SUNDAY,-0.030626610194787032,0.030626610194787032,-1
PREV_WEEKDAY_APPR_PROCESS_START_LIST_CLASSE_FRIDAY,0.021878987521602028,0.021878987521602028,1
PREV_WEEKDAY_APPR_PROCESS_START_LIST_CLASSE_THURSDAY,-0.003112878039007782,0.003112878039007782,-1
PREV_WEEKDAY_APPR_PROCESS_START_LIST_CLASSE_TUESDAY,-0.021988579700387735,0.021988579700387735,-1
PREV_WEEKDAY_APPR_PROCESS_START_LIST_CLASSE_MONDAY,0.025754199988872854,0.025754199988872854,1
PREV_WEEKDAY_APPR_PROCESS_START_LIST_CLASSE_WEDNESDAY,0.0034831708933894022,0.0034831708933894022,1
PREV_WEEKDAY_APPR_PROCESS_START_LIST_CLASSE_manquant,0.0,0.0,0
PREV_FLAG_LAST_APPL_PER_CONTRACT_LIST_CLASSE_Y,-0.06058934279670524,0.06058934279670524,-1
PREV_FLAG_LAST_APPL_PER_CONTRACT_LIST_CLASSE_manquant,0.0,0.0,0
PREV_FLAG_LAST_APPL_PER_CONTRACT_LIST_CLASSE_N,0.01681115971256171,0.01681115971256171,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_XAP,0.004357840168764945,0.004357840168764945,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_XNA,0.02089862396694276,0.02089862396694276,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Buying a used car,-0.0569907226207409,0.0569907226207409,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Repairs,0.047452168526084054,0.047452168526084054,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Other,-0.014072748628925984,0.014072748628925984,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Education,-0.06778026311060252,0.06778026311060252,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Urgent needs,0.12798037084537892,0.12798037084537892,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Building a house or an annex,-0.022599932337264674,0.022599932337264674,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Car repairs,0.06077177956157679,0.06077177956157679,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Everyday expenses,-0.10403360455687463,0.10403360455687463,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Medicine,0.0016345397186820537,0.0016345397186820537,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Furniture,-0.03646973330839836,0.03646973330839836,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Purchase of electronic equipment,-0.048048561352252786,0.048048561352252786,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Payments on other loans,0.05235725609993096,0.05235725609993096,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Buying a new car,-0.0775547688725887,0.0775547688725887,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Buying a home,-0.05317229546435287,0.05317229546435287,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Wedding / gift / holiday,0.021457459650340127,0.021457459650340127,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Buying a holiday home / land,0.0063833188050166,0.0063833188050166,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Business development,-0.02932766419524159,0.02932766419524159,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Journey,0.06615110328529913,0.06615110328529913,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Gasification / water supply,0.04154204993748765,0.04154204993748765,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Hobby,0.02104269191508414,0.02104269191508414,1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Buying a garage,-0.008030927089666644,0.008030927089666644,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Refusal to name the goal,-0.0011745649012438269,0.0011745649012438269,-1
PREV_NAME_CASH_LOAN_PURPOSE_LIST_CLASSE_Money for a third person,0.003448400873405104,0.003448400873405104,1
PREV_NAME_CONTRACT_STATUS_LIST_CLASSE_Approved,-0.04408998553645561,0.04408998553645561,-1
PREV_NAME_CONTRACT_STATUS_LIST_CLASSE_Canceled,-0.030684510706488713,0.030684510706488713,-1
PREV_NAME_CONTRACT_STATUS_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_CONTRACT_STATUS_LIST_CLASSE_Refused,0.05744294805108542,0.05744294805108542,1
PREV_NAME_CONTRACT_STATUS_LIST_CLASSE_Unused offer,-0.026446634892297885,0.026446634892297885,-1
PREV_NAME_PAYMENT_TYPE_LIST_CLASSE_XNA,0.01920767160261743,0.01920767160261743,1
PREV_NAME_PAYMENT_TYPE_LIST_CLASSE_Cash through the bank,0.01596380164118034,0.01596380164118034,1
PREV_NAME_PAYMENT_TYPE_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_PAYMENT_TYPE_LIST_CLASSE_Non-cash from your account,-0.05815542359307986,0.05815542359307986,-1
PREV_NAME_PAYMENT_TYPE_LIST_CLASSE_Cashless from the account of the employer,-0.02079423273487206,0.02079423273487206,-1
PREV_CODE_REJECT_REASON_LIST_CLASSE_XAP,0.043696017492863615,0.043696017492863615,1
PREV_CODE_REJECT_REASON_LIST_CLASSE_manquant,0.0,0.0,0
PREV_CODE_REJECT_REASON_LIST_CLASSE_SCO,-0.10526074444136481,0.10526074444136481,-1
PREV_CODE_REJECT_REASON_LIST_CLASSE_LIMIT,0.06969233478823614,0.06969233478823614,1
PREV_CODE_REJECT_REASON_LIST_CLASSE_HC,0.04949502911523448,0.04949502911523448,1
PREV_CODE_REJECT_REASON_LIST_CLASSE_CLIENT,-0.09564439313861392,0.09564439313861392,-1
PREV_CODE_REJECT_REASON_LIST_CLASSE_SCOFR,0.06843169442226953,0.06843169442226953,1
PREV_CODE_REJECT_REASON_LIST_CLASSE_XNA,-0.01821671873573984,0.01821671873573984,-1
PREV_CODE_REJECT_REASON_LIST_CLASSE_VERIF,-0.0691747132133975,0.0691747132133975,-1
PREV_CODE_REJECT_REASON_LIST_CLASSE_SYSTEM,0.013203310626367102,0.013203310626367102,1
PREV_NAME_TYPE_SUITE_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_TYPE_SUITE_LIST_CLASSE_Family,0.01910824741235437,0.01910824741235437,1
PREV_NAME_TYPE_SUITE_LIST_CLASSE_Unaccompanied,-0.00686489925117603,0.00686489925117603,-1
PREV_NAME_TYPE_SUITE_LIST_CLASSE_Children,0.023432704054763054,0.023432704054763054,1
"PREV_NAME_TYPE_SUITE_LIST_CLASSE_Spouse, partner",0.05581248172732881,0.05581248172732881,1
PREV_NAME_TYPE_SUITE_LIST_CLASSE_Other_B,0.06821458328045289,0.06821458328045289,1
PREV_NAME_TYPE_SUITE_LIST_CLASSE_Other_A,0.055484273417355616,0.055484273417355616,1
PREV_NAME_TYPE_SUITE_LIST_CLASSE_Group of people,-0.03326388528648567,0.03326388528648567,-1
PREV_NAME_CLIENT_TYPE_LIST_CLASSE_New,0.021820265350089966,0.021820265350089966,1
PREV_NAME_CLIENT_TYPE_LIST_CLASSE_Refreshed,-0.04654307685992388,0.04654307685992388,-1
PREV_NAME_CLIENT_TYPE_LIST_CLASSE_Repeater,-0.03271409612664832,0.03271409612664832,-1
PREV_NAME_CLIENT_TYPE_LIST_CLASSE_XNA,0.013658724552327453,0.013658724552327453,1
PREV_NAME_CLIENT_TYPE_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Vehicles,0.029954572850021507,0.029954572850021507,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Furniture,-0.07264811204530144,0.07264811204530144,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Mobile,-0.01900078508014138,0.01900078508014138,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Audio/Video,-0.0140681775319458,0.0140681775319458,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_XNA,0.03334020425805736,0.03334020425805736,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Clothing and Accessories,0.017589160480920837,0.017589160480920837,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Consumer Electronics,0.01214511826243337,0.01214511826243337,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Computers,-0.054029841440124717,0.054029841440124717,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Homewares,-0.03592097258989305,0.03592097258989305,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Photo / Cinema Equipment,-0.023062247513789245,0.023062247513789245,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Other,0.0712891838730349,0.0712891838730349,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Gardening,-0.11539474622063985,0.11539474622063985,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Construction Materials,0.05328589161873134,0.05328589161873134,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Sport and Leisure,-0.05784517642775924,0.05784517642775924,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Medicine,0.143105917868053,0.143105917868053,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Office Appliances,-0.07442331925980182,0.07442331925980182,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Jewelry,0.03237396345607775,0.03237396345607775,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Tourism,-0.02341444633515581,0.02341444633515581,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Weapon,0.005121630310698443,0.005121630310698443,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Auto Accessories,-0.04256655593992081,0.04256655593992081,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Direct Sales,0.13485399234583811,0.13485399234583811,1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Fitness,-0.03853688129021171,0.03853688129021171,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Medical Supplies,-0.02601812858403412,0.02601812858403412,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Additional Service,-0.006432356119469247,0.006432356119469247,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Education,-0.03330796313354817,0.03330796313354817,-1
PREV_NAME_GOODS_CATEGORY_LIST_CLASSE_Insurance,0.059831891103708464,0.059831891103708464,1
PREV_NAME_PORTFOLIO_LIST_CLASSE_POS,-0.007314468524181823,0.007314468524181823,-1
PREV_NAME_PORTFOLIO_LIST_CLASSE_Cash,0.011220375390716863,0.011220375390716863,1
PREV_NAME_PORTFOLIO_LIST_CLASSE_XNA,-0.013650823772869457,0.013650823772869457,-1
PREV_NAME_PORTFOLIO_LIST_CLASSE_Cards,-0.009109371822935903,0.009109371822935903,-1
PREV_NAME_PORTFOLIO_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_PORTFOLIO_LIST_CLASSE_Cars,-0.024923894354885442,0.024923894354885442,-1
PREV_NAME_PRODUCT_TYPE_LIST_CLASSE_XNA,-0.014231085483117484,0.014231085483117484,-1
PREV_NAME_PRODUCT_TYPE_LIST_CLASSE_x-sell,-0.04373545426952399,0.04373545426952399,-1
PREV_NAME_PRODUCT_TYPE_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_PRODUCT_TYPE_LIST_CLASSE_walk-in,0.014188356668486373,0.014188356668486373,1
PREV_CHANNEL_TYPE_LIST_CLASSE_Stone,0.02744499340365646,0.02744499340365646,1
PREV_CHANNEL_TYPE_LIST_CLASSE_Regional / Local,0.007128886378890861,0.007128886378890861,1
PREV_CHANNEL_TYPE_LIST_CLASSE_Country-wide,0.05063410874456985,0.05063410874456985,1
PREV_CHANNEL_TYPE_LIST_CLASSE_AP+ (Cash loan),0.15877786503720287,0.15877786503720287,1
PREV_CHANNEL_TYPE_LIST_CLASSE_Credit and cash offices,0.0037985420786352834,0.0037985420786352834,1
PREV_CHANNEL_TYPE_LIST_CLASSE_manquant,0.0,0.0,0
PREV_CHANNEL_TYPE_LIST_CLASSE_Channel of corporate sales,-0.21531270149163934,0.21531270149163934,-1
PREV_CHANNEL_TYPE_LIST_CLASSE_Contact center,0.016437411797223002,0.016437411797223002,1
PREV_CHANNEL_TYPE_LIST_CLASSE_Car dealer,-0.09268728903270226,0.09268728903270226,-1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Auto technology,0.10486750265522342,0.10486750265522342,1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Furniture,-0.058005013528707586,0.058005013528707586,-1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Connectivity,0.10535022754915076,0.10535022754915076,1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Consumer electronics,0.0110436956021154,0.0110436956021154,1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_XNA,0.04869205710417739,0.04869205710417739,1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_manquant,0.0,0.0,0
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Clothing,-0.04994990203740886,0.04994990203740886,-1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Industry,-0.03134312804000059,0.03134312804000059,-1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Construction,-0.10032855369780161,0.10032855369780161,-1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Jewelry,-0.04893147886145186,0.04893147886145186,-1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_Tourism,-0.020671421198042664,0.020671421198042664,-1
PREV_NAME_SELLER_INDUSTRY_LIST_CLASSE_MLM partners,-0.004502168631412663,0.004502168631412663,-1
PREV_NAME_YIELD_GROUP_LIST_CLASSE_low_normal,-0.030034466623043467,0.030034466623043467,-1
PREV_NAME_YIELD_GROUP_LIST_CLASSE_middle,0.001045679170518502,0.001045679170518502,1
PREV_NAME_YIELD_GROUP_LIST_CLASSE_high,0.06007575252748913,0.06007575252748913,1
PREV_NAME_YIELD_GROUP_LIST_CLASSE_XNA,0.015037056839029159,0.015037056839029159,1
PREV_NAME_YIELD_GROUP_LIST_CLASSE_low_action,-0.08990220499814744,0.08990220499814744,-1
PREV_NAME_YIELD_GROUP_LIST_CLASSE_manquant,0.0,0.0,0
PREV_PRODUCT_COMBINATION_LIST_CLASSE_POS other with interest,0.04913155039860629,0.04913155039860629,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_POS industry with interest,-0.02537095449737835,0.02537095449737835,-1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_POS mobile without interest,0.002591920505287161,0.002591920505287161,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Cash X-Sell: high,0.03356708334938049,0.03356708334938049,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_POS household with interest,0.05790048133258063,0.05790048133258063,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_POS mobile with interest,0.027150212246663592,0.027150212246663592,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_POS household without interest,-0.06407099376676066,0.06407099376676066,-1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_POS industry without interest,-0.05182003706979596,0.05182003706979596,-1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Card X-Sell,0.07632755368069036,0.07632755368069036,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_manquant,0.0,0.0,0
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Cash X-Sell: middle,0.055046433228192373,0.055046433228192373,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Cash Street: low,-0.14264212709197135,0.14264212709197135,-1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Card Street,0.0048658383797099015,0.0048658383797099015,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Cash,-0.040133062859170864,0.040133062859170864,-1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Cash Street: high,0.09908315177310614,0.09908315177310614,1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Cash Street: middle,-0.023393089273333733,0.023393089273333733,-1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_Cash X-Sell: low,-0.056972080404009966,0.056972080404009966,-1
PREV_PRODUCT_COMBINATION_LIST_CLASSE_POS others without interest,-0.07024571531776061,0.07024571531776061,-1
POS_NAME_CONTRACT_STATUS_LIST_CLASSE_Active,0.019408617412551645,0.019408617412551645,1
POS_NAME_CONTRACT_STATUS_LIST_CLASSE_Completed,-0.04210830772953851,0.04210830772953851,-1
POS_NAME_CONTRACT_STATUS_LIST_CLASSE_manquant,0.0,0.0,0
POS_NAME_CONTRACT_STATUS_LIST_CLASSE_Signed,0.031160204603276762,0.031160204603276762,1
POS_NAME_CONTRACT_STATUS_LIST_CLASSE_Returned to the store,0.09075436057329551,0.09075436057329551,1
POS_NAME_CONTRACT_STATUS_LIST_CLASSE_Approved,-0.13342791308405955,0.13342791308405955,-1
POS_NAME_CONTRACT_STATUS_LIST_CLASSE_Demand,0.13580744607535894,0.13580744607535894,1
POS_NAME_CONTRACT_STATUS_LIST_CLASSE_Canceled,-0.003028475024693428,0.003028475024693428,-1
CC_NAME_CONTRACT_STATUS_LIST_CLASSE_manquant,0.0,0.0,0
CC_NAME_CONTRACT_STATUS_LIST_CLASSE_Active,-0.26741399947671907,0.26741399947671907,-1
CC_NAME_CONTRACT_STATUS_LIST_CLASSE_Completed,-0.13079777786164223,0.13079777786164223,-1
CC_NAME_CONTRACT_STATUS_LIST_CLASSE_Signed,-0.05815766133196286,0.05815766133196286,-1
CC_NAME_CONTRACT_STATUS_LIST_CLASSE_Sent proposal,-0.004733860510326175,0.004733860510326175,-1
CC_NAME_CONTRACT_STATUS_LIST_CLASSE_Demand,-0.006565333263794533,0.006565333263794533,-1
